City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Description
700,Pozo Colorado,PY,-23.4923,-58.7972,70.43,96,23,4.16,few clouds
701,Cotonou,BJ,6.3654,2.4183,79.68,81,88,5.84,overcast clouds
702,Najran,SA,17.4924,44.1277,69.69,22,1,2.06,clear sky
703,Mancio Lima,BR,-7.6142,-72.8958,76.91,85,100,2.73,heavy intensity rain
704,Nuevo Progreso,MX,23.1667,-97.95,72.54,80,21,4.99,few clouds
705,Jiamusi,CN,46.8333,130.35,43.86,56,63,5.37,broken clouds
706,Isiro,CD,2.7739,27.616,69.39,87,97,0.96,overcast clouds
707,Helong,CN,42.5397,128.9972,46.65,30,0,4.97,clear sky
708,Marawi,PH,7.9986,124.2928,71.74,94,100,6.4,heavy intensity rain
709,Anacortes,US,48.5126,-122.6127,55.36,91,100,11.5,moderate rain
710,Biloela,AU,-24.4167,150.5,91.67,25,20,11.52,few clouds
711,Santander,ES,43.4647,-3.8044,76.71,45,0,16.11,clear sky
712,Mandera,KE,3.9366,41.867,77.34,77,99,9.4,overcast clouds
713,Westerland,DE,54.9079,8.3033,57.22,94,100,8.05,overcast clouds
714,Iquique,CL,-20.2208,-70.1431,62.64,77,38,2.1,scattered clouds
715,Monte Patria,CL,-30.6919,-70.9467,62.55,60,0,1.25,clear sky
716,Tual,ID,-5.6667,132.75,82.27,74,73,4.59,broken clouds
